序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
3111,"94年 3月",彰化縣,"31,878","25,243",649,"5,169",817,0.781
3112,"105年 5月",花蓮縣,"9,161","4,733",24,"3,961",442,0.892
3113,"94年 3月",南投縣,"14,354","8,492",164,"3,410","2,288",0.864
3114,"105年 5月",澎湖縣,"3,077","1,461",50,"1,198",369,0.969
3115,"94年 3月",雲林縣,"19,060","14,069",300,"4,034",657,0.836
3116,"105年 5月",基隆市,"12,469","5,324",187,"5,950","1,007",1.081
3117,"94年 3月",嘉義縣,"15,511","12,525",406,"2,025",556,0.898
3118,"105年 5月",新竹市,"12,561","5,006",195,"6,396",964,0.932
3119,"94年 3月",屏東縣,"22,778","18,826",115,"3,173",664,0.817
3120,"105年 5月",嘉義市,"8,094","3,113",270,"3,954",756,0.966
3121,"94年 3月",臺東縣,"6,119","4,583",50,"1,027",460,0.823
3122,"105年 5月",金門縣,"2,518","1,212",52,"1,055",199,0.61
3123,"94年 3月",花蓮縣,"10,499","6,471",257,"2,683","1,088",0.973
3124,"105年 5月",連江縣,505,187,75,136,107,1.301
3125,"94年 3月",澎湖縣,"3,557","2,325",196,821,214,1.249
3126,"105年 6月",新北市,"75,624","22,761","3,117","38,555","11,191",0.635
3127,"94年 3月",基隆市,"10,660","7,760",191,"2,166",543,0.876
3128,"105年 6月",臺北市,"66,972","20,653",972,"38,959","6,389",0.826
3129,"94年 3月",新竹市,"12,909","8,883",54,"3,224",748,1.075
3130,"105年 6月",桃園市,"70,062","39,486","1,057","27,234","2,285",1.1
3131,"94年 3月",嘉義市,"8,359","6,327",274,"1,461",298,0.996
3132,"105年 6月",臺中市,"66,745","30,430",564,"32,050","3,702",0.808
3133,"94年 3月",金門縣,"1,687","1,229",8,357,93,0.83
3134,"105年 6月",臺南市,"50,540","19,003","1,073","24,453","6,012",0.894
3135,"94年 3月",連江縣,975,598,4,176,198,3.357
3136,"105年 6月",高雄市,"77,176","31,614","1,325","36,811","7,427",0.926
3137,"94年 4月",新北市,"105,782","79,733","4,514","16,152","5,383",0.949
3138,"105年 6月",宜蘭縣,"12,965","6,310",357,"5,624",674,0.944
3139,"94年 4月",臺北市,"80,535","43,022","1,902","28,437","7,173",1.025
3140,"105年 6月",新竹縣,"13,621","6,034",94,"6,804",689,0.834
3141,"94年 4月",桃園市,"55,275","36,530",486,"13,094","5,165",0.991
3142,"105年 6月",苗栗縣,"14,401","7,496",182,"5,598","1,124",0.855
3143,"94年 4月",臺中市,"57,025","35,275","1,114","14,396","6,239",0.746
3144,"105年 6月",彰化縣,"33,605","17,002",573,"14,905","1,125",0.869
3145,"94年 4月",臺中市(舊),"23,101","12,228",409,"6,963","3,501",0.755
3146,"105年 6月",南投縣,"15,131","7,372",93,"6,301","1,365",0.994
3147,"94年 4月",臺中縣,"33,924","23,048",706,"7,433","2,738",0.74
3148,"105年 6月",雲林縣,"14,944","7,843",292,"5,720","1,089",0.714
3149,"94年 4月",臺南市,"58,727","40,545","1,443","13,833","2,906",1.052
3150,"105年 6月",嘉義縣,"15,119","6,482",99,"7,462","1,077",0.974
3151,"94年 4月",臺南市(舊),"29,505","15,923",990,"10,557","2,035",1.302
3152,"105年 6月",屏東縣,"24,290","12,841",433,"10,070",946,0.965
3153,"94年 4月",臺南縣,"29,221","24,622",453,"3,275",871,0.882
3154,"105年 6月",臺東縣,"7,197","2,975",65,"3,592",565,1.083
3155,"94年 4月",高雄市,"75,198","52,234","1,688","17,369","3,905",0.911
3156,"105年 6月",花蓮縣,"9,677","4,803",24,"4,327",522,0.973
3157,"94年 4月",高雄市(舊),"42,245","29,750","1,056","9,053","2,386",0.931
3158,"105年 6月",澎湖縣,"3,275","1,488",45,"1,365",376,1.066
3159,"94年 4月",高雄縣,"32,953","22,484",633,"8,316","1,520",0.887
3160,"105年 6月",基隆市,"13,058","5,527",180,"6,349","1,002",1.171
3161,"94年 4月",宜蘭縣,"11,531","6,830",169,"3,122","1,410",0.832
3162,"105年 6月",新竹市,"12,588","4,845",136,"6,549","1,058",0.964
3163,"94年 4月",新竹縣,"12,753","9,295",284,"2,955",219,0.906
3164,"105年 6月",嘉義市,"7,749","2,846",230,"3,961",712,0.956
3165,"94年 4月",苗栗縣,"15,569","10,879",158,"3,948",584,0.936
3166,"105年 6月",金門縣,"2,395","1,142",64,997,191,0.599
3167,"94年 4月",彰化縣,"31,171","24,860",374,"4,898","1,039",0.789
3168,"105年 6月",連江縣,510,164,94,137,114,1.356
3169,"94年 4月",南投縣,"14,541","8,774",166,"3,273","2,328",0.904
3170,"105年 7月",新北市,"77,650","23,603","3,039","40,156","10,851",0.63
3171,"94年 4月",雲林縣,"20,035","14,306",302,"4,777",649,0.908
3172,"105年 7月",臺北市,"63,478","18,283","1,020","38,042","6,133",0.758
3173,"94年 4月",嘉義縣,"15,171","12,462",192,"1,952",565,0.908
3174,"105年 7月",桃園市,"67,128","34,869",866,"29,240","2,152",1.018
3175,"94年 4月",屏東縣,"22,804","18,581",148,"3,193",881,0.845
3176,"105年 7月",臺中市,"68,244","30,651",426,"33,407","3,760",0.799
3177,"105年 7月",臺南市,"53,255","20,001","1,201","25,734","6,319",0.911
3178,"94年 4月",臺東縣,"6,447","4,745",49,"1,160",494,0.899
3179,"105年 7月",高雄市,"80,093","31,843","1,880","38,944","7,427",0.93
3180,"94年 4月",花蓮縣,"10,736","6,607",304,"2,708","1,117",1.029
3181,"105年 7月",宜蘭縣,"13,565","6,534",370,"6,021",641,0.956
3182,"94年 4月",澎湖縣,"3,609","2,339",201,841,228,1.31
3183,"105年 7月",新竹縣,"13,723","6,121",52,"6,873",676,0.812
3184,"94年 4月",基隆市,"10,068","6,889",199,"2,138",843,0.856
3185,"105年 7月",苗栗縣,"17,778","7,353",468,"8,885","1,072",1.022
3186,"94年 4月",新竹市,"11,402","7,332",54,"2,845","1,171",0.98
3187,"105年 7月",彰化縣,"33,250","16,489",639,"15,266",856,0.832
3188,"94年 4月",嘉義市,"8,150","6,111",189,"1,447",403,1.003
3189,"105年 7月",南投縣,"15,617","7,320",104,"7,184","1,009",0.993
3190,"94年 4月",金門縣,"1,625","1,207",9,312,97,0.82
3191,"105年 7月",雲林縣,"15,664","8,043",253,"6,311","1,057",0.725
3192,"94年 4月",連江縣,"1,143",582,195,176,190,4.069
3193,"105年 7月",嘉義縣,"15,655","6,599",80,"8,000",976,0.976
3194,"94年 5月",新北市,"114,264","86,326","5,914","16,427","5,597",0.991
3195,"105年 7月",屏東縣,"25,734","13,082","1,607","10,090",955,0.99
3196,"94年 5月",臺北市,"82,538","45,646","2,005","27,503","7,383",1.017
3197,"105年 7月",臺東縣,"9,082","3,729",52,"4,702",599,1.323
3198,"94年 5月",桃園市,"59,080","39,217",525,"14,374","4,963",1.024
3199,"105年 7月",花蓮縣,"9,456","4,645",25,"4,296",491,0.921
3200,"94年 5月",臺中市,"60,538","38,111","1,593","14,313","6,521",0.766
3201,"105年 7月",澎湖縣,"3,861","1,492",45,"1,941",383,1.217
3202,"94年 5月",臺中市(舊),"24,978","13,539",532,"7,221","3,686",0.789
3203,"105年 7月",基隆市,"12,766","5,380",172,"6,302",913,1.107
3204,"94年 5月",臺中縣,"35,559","24,572","1,061","7,092","2,834",0.75
3205,"94年 5月",臺南市,"59,715","41,233","1,653","13,924","2,905",1.035
3206,"105年 7月",新竹市,"12,902","4,812",186,"6,935",970,0.956
3207,"94年 5月",臺南市(舊),"30,048","16,433","1,034","10,590","1,990",1.283
3208,"105年 7月",嘉義市,"7,471","2,715",178,"3,933",646,0.892
3209,"94年 5月",臺南縣,"29,667","24,801",618,"3,334",914,0.866
3210,"105年 7月",金門縣,"2,405","1,147",37,"1,035",185,0.582
3211,"94年 5月",高雄市,"74,014","53,615","1,683","14,946","3,770",0.868
3212,"105年 7月",連江縣,496,168,49,154,126,1.277
3213,"94年 5月",高雄市(舊),"40,342","29,762","1,092","7,168","2,320",0.86
3214,"105年 8月",新北市,"91,279","24,303","3,004","53,724","10,248",0.741
3215,"105年 8月",臺北市,"61,874","17,696","1,302","37,056","5,820",0.739
3216,"94年 5月",高雄縣,"33,672","23,853",591,"7,778","1,450",0.877
3217,"94年 5月",宜蘭縣,"12,833","7,780",131,"3,512","1,410",0.896
3218,"105年 8月",桃園市,"72,714","34,683","1,240","34,818","1,973",1.101
3219,"105年 8月",臺中市,"69,683","31,210",390,"34,315","3,768",0.815
3220,"94年 5月",新竹縣,"12,178","9,689",527,"1,745",216,0.836
3221,"94年 5月",苗栗縣,"17,236","11,761",311,"4,474",690,0.999
3222,"105年 8月",臺南市,"58,167","18,501","2,213","31,053","6,400",0.995
3223,"105年 8月",高雄市,"77,675","32,405","1,462","36,381","7,426",0.902
3224,"94年 5月",彰化縣,"33,446","26,568",437,"5,464",977,0.82
3225,"105年 8月",宜蘭縣,"12,941","6,122",335,"5,877",607,0.912
3226,"94年 5月",南投縣,"15,154","9,187",160,"3,341","2,465",0.912
3227,"94年 5月",雲林縣,"19,679","14,419",249,"4,317",694,0.864
3228,"105年 8月",新竹縣,"13,520","6,262",82,"6,531",645,0.8
3229,"105年 8月",苗栗縣,"15,027","7,515",225,"6,217","1,070",0.864
3230,"94年 5月",嘉義縣,"15,659","12,855",281,"1,941",582,0.907
3231,"105年 8月",彰化縣,"35,182","16,947",705,"16,627",903,0.881
3232,"94年 5月",屏東縣,"25,111","20,603",160,"3,506",842,0.901
3233,"105年 8月",南投縣,"16,107","7,424",128,"7,548","1,007",1.025
3234,"94年 5月",臺東縣,"6,461","4,874",55,"1,030",502,0.872
3235,"105年 8月",雲林縣,"16,685","8,807",258,"6,521","1,099",0.773
3236,"94年 5月",花蓮縣,"11,422","6,951",339,"2,941","1,191",1.06
3237,"94年 5月",澎湖縣,"3,464","2,181",177,850,256,1.215
3238,"105年 8月",嘉義縣,"15,711","6,283",123,"8,253","1,052",0.98
3239,"94年 5月",基隆市,"10,758","6,913",267,"2,695",882,0.885
3240,"105年 8月",屏東縣,"25,247","13,015",801,"10,436",995,0.972
3241,"94年 5月",新竹市,"12,830","8,676",54,"2,925","1,175",1.066
3242,"105年 8月",臺東縣,"8,506","3,479",35,"4,404",588,1.24
3243,"105年 8月",花蓮縣,"9,715","4,687",25,"4,502",501,0.946
3244,"94年 5月",嘉義市,"9,082","6,874",466,"1,340",402,1.08
3245,"94年 5月",金門縣,"1,579","1,216",7,251,105,0.766
3246,"105年 8月",澎湖縣,"3,370","1,487",49,"1,471",363,1.062
3247,"105年 8月",基隆市,"12,613","5,253",142,"6,307",911,1.094
3248,"94年 5月",連江縣,"1,209",613,230,176,190,4.16
3249,"94年 6月",新北市,"110,537","82,515","5,164","17,260","5,598",0.99
3250,"105年 8月",新竹市,"12,572","4,422",166,"6,994",990,0.931
3251,"94年 6月",臺北市,"82,061","44,945","2,589","28,057","6,471",1.045
3252,"105年 8月",嘉義市,"7,514","2,813",129,"3,938",634,0.898
3253,"94年 6月",桃園市,"59,409","38,151",541,"15,630","5,088",1.062
3254,"105年 8月",金門縣,"2,583","1,178",47,"1,161",198,0.624
3255,"94年 6月",臺中市,"59,696","37,766","1,243","14,564","6,123",0.78
3256,"105年 8月",連江縣,500,171,51,171,107,1.285
3257,"94年 6月",臺中市(舊),"23,978","12,628",527,"7,356","3,466",0.782
3258,"105年 9月",新北市,"80,739","26,331","3,479","40,730","10,199",0.677
3259,"94年 6月",臺中縣,"35,719","25,138",716,"7,208","2,657",0.779
3260,"105年 9月",臺北市,"63,886","19,367","1,391","37,416","5,711",0.789
3261,"94年 6月",臺南市,"63,210","44,232","2,256","14,046","2,675",1.132
3262,"105年 9月",桃園市,"76,923","36,179",432,"38,309","2,003",1.201
3263,"94年 6月",臺南市(舊),"32,031","17,752","1,741","10,758","1,780",1.412
3264,"105年 9月",臺中市,"69,988","30,834",392,"35,185","3,576",0.846
3265,"94年 6月",臺南縣,"31,178","26,481",515,"3,288",895,0.94
3266,"105年 9月",臺南市,"57,401","19,102","3,219","28,627","6,454",1.015
3267,"94年 6月",高雄市,"77,048","57,470","1,692","14,750","3,137",0.933
3268,"105年 9月",高雄市,"82,453","33,554","2,510","38,965","7,424",0.989
3269,"94年 6月",高雄市(舊),"43,029","32,734","1,032","7,423","1,840",0.948
3270,"105年 9月",宜蘭縣,"11,859","4,938",273,"6,075",573,0.864
3271,"94年 6月",高雄縣,"34,019","24,736",660,"7,327","1,297",0.915
3272,"105年 9月",新竹縣,"13,722","6,108",75,"6,877",662,0.838
3273,"94年 6月",宜蘭縣,"12,711","7,763",117,"3,401","1,430",0.918
3274,"105年 9月",苗栗縣,"14,963","7,643",290,"6,026","1,004",0.89
3275,"94年 6月",新竹縣,"11,891","9,414",200,"2,063",214,0.842
3276,"105年 9月",彰化縣,"34,520","17,000",430,"15,745","1,344",0.893
3277,"94年 6月",苗栗縣,"16,584","11,236",399,"4,260",689,0.994
3278,"105年 9月",南投縣,"15,465","7,461",155,"6,877",972,1.018
3279,"94年 6月",彰化縣,"32,759","25,643",382,"5,796",938,0.83
3280,"105年 9月",雲林縣,"16,736","8,515",457,"6,553","1,211",0.801
3281,"94年 6月",南投縣,"14,631","8,629",185,"3,171","2,646",0.91
3282,"105年 9月",嘉義縣,"16,159","6,185",107,"8,809","1,057",1.042
3283,"94年 6月",雲林縣,"20,578","14,537",817,"4,507",716,0.934
3284,"105年 9月",屏東縣,"32,352","14,582","3,204","13,590",975,1.288
3285,"94年 6月",嘉義縣,"17,297","13,735","1,004","1,956",602,1.036
3286,"105年 9月",臺東縣,"8,181","3,304",47,"4,275",556,1.233
3287,"94年 6月",屏東縣,"27,830","22,737",491,"3,829",773,1.032
3288,"105年 9月",花蓮縣,"9,264","4,506",23,"4,277",458,0.932
3289,"94年 6月",臺東縣,"6,349","4,823",48,"1,059",419,0.884
3290,"105年 9月",澎湖縣,"3,514","1,490",67,"1,616",341,1.141
3291,"94年 6月",花蓮縣,"11,646","7,147",283,"3,075","1,140",1.117
3292,"105年 9月",基隆市,"12,877","5,427",178,"6,351",921,1.154
3293,"94年 6月",澎湖縣,"3,712","1,977",673,808,253,1.344
3294,"105年 9月",新竹市,"13,173","4,964",136,"7,000","1,073",1.007
3295,"94年 6月",基隆市,"11,570","7,466",305,"2,985",813,0.983
3296,"105年 9月",嘉義市,"7,591","2,946",96,"3,917",632,0.937
3297,"94年 6月",新竹市,"13,430","8,643",60,"3,549","1,178",1.152
3298,"105年 9月",金門縣,"2,557","1,151",27,"1,165",213,0.636
3299,"94年 6月",嘉義市,"9,497","6,887",593,"1,687",329,1.166
3300,"105年 9月",連江縣,487,167,71,143,106,1.29
3301,"105年 10月",新北市,"92,745","25,980","3,560","53,203","10,002",0.753
3302,"94年 6月",金門縣,"1,627","1,229",9,287,102,0.811
3303,"94年 6月",連江縣,"1,211",615,230,176,190,4.3
3304,"105年 10月",臺北市,"64,428","19,768","1,467","37,899","5,294",0.771
3305,"94年 7月",新北市,"109,139","79,815","5,593","18,569","5,163",0.945
3306,"105年 10月",桃園市,"68,488","29,109",39,"37,402","1,938",1.033
3307,"94年 7月",臺北市,"82,159","45,674","2,775","27,668","6,042",1.013
3308,"105年 10月",臺中市,"67,635","29,018",292,"34,903","3,423",0.79
3309,"94年 7月",桃園市,"58,193","37,338",566,"15,347","4,942",1.006
3310,"105年 10月",臺南市,"54,507","18,903","2,099","27,271","6,234",0.933
3311,"94年 7月",臺中市,"62,328","39,452","2,104","15,259","5,513",0.787
3312,"105年 10月",高雄市,"80,252","32,513","2,406","37,894","7,438",0.932
3313,"94年 7月",臺中市(舊),"26,167","14,688",907,"7,479","3,093",0.825
3314,"105年 10月",宜蘭縣,"14,521","6,819",354,"6,782",566,1.024
3315,"94年 7月",臺中縣,"36,160","24,764","1,197","7,780","2,420",0.763
3316,"105年 10月",新竹縣,"13,869","6,048",150,"7,044",627,0.819
3317,"94年 7月",臺南市,"66,415","46,825","3,218","13,959","2,412",1.151
3318,"105年 10月",苗栗縣,"15,151","7,308",443,"6,449",951,0.873
3319,"94年 7月",臺南市(舊),"32,596","18,483","1,817","10,655","1,641",1.39
3320,"105年 10月",彰化縣,"34,615","16,742",667,"15,824","1,383",0.867
3321,"94年 7月",臺南縣,"33,819","28,341","1,402","3,305",771,0.987
3322,"105年 10月",南投縣,"15,094","6,987",161,"7,088",858,0.963
3323,"94年 7月",高雄市,"86,148","59,817","4,026","19,515","2,789",1.01
3324,"105年 10月",雲林縣,"23,026","7,949",568,"13,473","1,036",1.068
3325,"94年 7月",高雄市(舊),"50,400","34,897","2,548","11,391","1,564",1.075
3326,"105年 10月",嘉義縣,"15,793","6,072",187,"8,437","1,097",0.987
3327,"94年 7月",高雄縣,"35,748","24,920","1,478","8,124","1,225",0.931
3328,"105年 10月",屏東縣,"26,806","11,880","2,115","11,853",958,1.033
3329,"94年 7月",宜蘭縣,"13,211","7,889",197,"3,555","1,571",0.923
3330,"105年 10月",臺東縣,"6,990","3,224",48,"3,147",570,1.02
3331,"94年 7月",新竹縣,"11,677","9,394",205,"1,882",197,0.798
3332,"105年 10月",花蓮縣,"9,741","4,570",22,"4,681",468,0.949
3333,"94年 7月",苗栗縣,"15,948","11,154",406,"3,802",585,0.928
3334,"105年 10月",澎湖縣,"3,300","1,351",78,"1,561",310,1.034
3335,"94年 7月",彰化縣,"32,797","24,999",985,"5,887",925,0.804
3336,"105年 10月",基隆市,"12,522","5,165",196,"6,211",951,1.086
3337,"94年 7月",南投縣,"13,875","8,971",234,"3,400","1,270",0.835
3338,"105年 10月",新竹市,"13,250","4,762",250,"7,090","1,148",0.98
3339,"94年 7月",雲林縣,"18,564","14,144",401,"3,344",674,0.815
3340,"105年 10月",嘉義市,"7,508","2,708",261,"3,935",604,0.898
3341,"94年 7月",嘉義縣,"15,431","12,327",554,"1,970",580,0.894
3342,"105年 10月",金門縣,"2,860","1,147",12,"1,525",177,0.686
3343,"94年 7月",屏東縣,"27,864","22,946",355,"3,851",712,1
3344,"105年 10月",連江縣,550,170,83,185,113,1.408
3345,"94年 7月",臺東縣,"6,585","4,987",96,"1,096",406,0.888
3346,"105年 11月",新北市,"89,524","24,459","3,059","52,902","9,104",0.75
3347,"94年 7月",花蓮縣,"18,075","7,471","6,139","3,389","1,077",1.679
3348,"105年 11月",臺北市,"60,629","18,355","1,124","36,311","4,839",0.75
3349,"94年 7月",澎湖縣,"3,509","2,065",413,819,212,1.228
3350,"105年 11月",桃園市,"70,317","31,805",44,"36,638","1,830",1.094
3351,"94年 7月",基隆市,"11,369","7,361",262,"3,064",682,0.935
3352,"105年 11月",臺中市,"62,337","23,397",295,"35,412","3,233",0.752
3353,"94年 7月",新竹市,"11,606","8,274",59,"2,171","1,102",0.962
3354,"105年 11月",臺南市,"53,278","18,501","1,800","26,882","6,096",0.942
3355,"94年 7月",嘉義市,"9,993","7,138",905,"1,690",259,1.186
3356,"105年 11月",高雄市,"79,185","30,936","2,000","38,862","7,387",0.95
3357,"94年 7月",金門縣,"1,631","1,221",8,325,77,0.781
3358,"105年 11月",宜蘭縣,"12,473","5,581",297,"6,036",559,0.909
3359,"94年 7月",連江縣,"1,179",588,234,176,181,4.048
3360,"105年 11月",新竹縣,"13,605","5,908",140,"6,969",588,0.829
3361,"94年 8月",新北市,"112,572","81,901","5,431","19,694","5,547",0.975
3362,"105年 11月",苗栗縣,"18,082","6,795",307,"10,086",894,1.077
3363,"94年 8月",臺北市,"80,151","44,570","2,631","27,658","5,292",0.988
3364,"105年 11月",彰化縣,"33,006","15,533",633,"15,498","1,342",0.855
3365,"94年 8月",桃園市,"58,394","37,024",636,"15,643","5,092",1.013
3366,"105年 11月",南投縣,"14,386","6,309",106,"7,109",861,0.949
3367,"94年 8月",臺中市,"61,278","38,674","1,680","15,509","5,414",0.774
3368,"105年 11月",雲林縣,"15,432","7,452",267,"6,699","1,014",0.74
3369,"94年 8月",臺中市(舊),"24,046","12,678",592,"7,819","2,958",0.757
3370,"105年 11月",嘉義縣,"15,117","5,691",120,"8,210","1,095",0.976
3371,"94年 8月",臺中縣,"37,231","25,996","1,088","7,691","2,456",0.785
3372,"105年 11月",屏東縣,"22,380","10,513",810,"10,125",932,0.892
3373,"94年 8月",臺南市,"67,937","47,324","3,143","14,875","2,595",1.177
3374,"105年 11月",臺東縣,"7,051","2,921",50,"3,514",567,1.063
3375,"94年 8月",臺南市(舊),"33,088","18,209","1,685","11,473","1,720",1.41
3376,"105年 11月",花蓮縣,"9,189","4,050",23,"4,684",431,0.925
3377,"94年 8月",臺南縣,"34,849","29,114","1,458","3,402",875,1.018
3378,"105年 11月",澎湖縣,"2,961","1,124",61,"1,467",310,0.958
3379,"94年 8月",高雄市,"77,583","57,202","2,401","15,063","2,917",0.91
